report_number,owner,customer,location,tank_no,service_product,inspector,inspection_date,diameter_ft,height_ft,max_liquid_level_ft,specific_gravity,original_plate_thickness_in,years_since_last_inspection,construction_code,manufacturer,year_built,status,entry_permit_required,hot_work_permit_required,photos_allowed,lead_paint,lead_free_docs_available,cleaned_gas_free_safe_for_entry,msds_on_recent_product,engineer_contact_ok,field_report_required,nameplate_info,original_manufacturer,year_of_construction,current_products,previous_products,previous_inspections,last_bottom_readings_year,last_shell_readings_year,previous_reports_available,unusual_events_desc,repairs_or_alterations_desc,drawings_available,relocated_or_cutdown,relocation_notes,major_modifications_desc,elevation_readings_available,hot_tapped,shell_material_spec,anchored,stiffening_ring,built_to_standard,rerate_or_change_in_service,rerate_note,course1_measured_t_in,course2_measured_t_in,course3_measured_t_in,course4_measured_t_in,course5_measured_t_in,course6_measured_t_in,course7_measured_t_in,course8_measured_t_in,course9_measured_t_in,course10_measured_t_in,course1_ring_height_in,course2_ring_height_in,course3_ring_height_in,course4_ring_height_in,course5_ring_height_in,course6_ring_height_in,course7_ring_height_in,course8_ring_height_in,course9_ring_height_in,course10_ring_height_in,course1_material,course2_material,course3_material,course4_material,course5_material,course6_material,course7_material,course8_material,course9_material,course10_material,course1_joint_efficiency,course2_joint_efficiency,course3_joint_efficiency,course4_joint_efficiency,course5_joint_efficiency,course6_joint_efficiency,course7_joint_efficiency,course8_joint_efficiency,course9_joint_efficiency,course10_joint_efficiency,course1_rivet_rows,course2_rivet_rows,course3_rivet_rows,course4_rivet_rows,course5_rivet_rows,course6_rivet_rows,course7_rivet_rows,course8_rivet_rows,course9_rivet_rows,course10_rivet_rows,rivets_sealed,rivet_seal_method,base_kept_dry,foundation_type,unusual_settlement,site_has_foundation_problems,excessive_vegetation,cathodic_protection,leak_detection,internal_lining,external_insulation,original_bottom_thickness_in,has_annular_ring,annular_ring_size_in,annular_ring_thk_in,bottom_plate_size,bottom_coating_type,bottom_design_type,tank_type,fixed_roof_type,floating_roof_type,floating_roof_material,internal_overview_notes,external_overview_notes,primary_seal_avg_gap_in,secondary_seal_avg_gap_in,mfe_calibration_sensitivity,mfe_scanning_sensitivity,mfe_indication_count,mfe_indications_visual_confirmed,mfe_indications_ut_confirmed,ut_unit_mfg,ut_model,ut_serial,transducer_model,transducer_serial,transducer_freq_mhz,settlement_r2_bestfit,settlement_method,settlement_max_settlement_in,settlement_compliance,governing_component,next_internal_insp_years,next_external_insp_years,next_mrt_insp_years,executive_summary,recommendations_summary
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
